"AUXRR124.Code.or.Value","AUXRR124.Value.Description","AUXRR124.Count","AUXRR124.Cumulative","AUXRR124.Skip.to.Item"
"-74 to 62","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
