"AUDTYR59.Code.or.Value","AUDTYR59.Value.Description","AUDTYR59.Count","AUDTYR59.Cumulative","AUDTYR59.Skip.to.Item"
"0 to 1.34","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
