"AUXRR270.Code.or.Value","AUXRR270.Value.Description","AUXRR270.Count","AUXRR270.Cumulative","AUXRR270.Skip.to.Item"
"-28 to 73","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
