"TYXP147.Code.or.Value","TYXP147.Value.Description","TYXP147.Count","TYXP147.Cumulative","TYXP147.Skip.to.Item"
"-293 to 21","Range of Values",6435,6435,NA
".","Missing",2034,8469,NA
