"DBD900.Code.or.Value","DBD900.Value.Description","DBD900.Count","DBD900.Cumulative","DBD900.Skip.to.Item"
"1 to 21","Range of Values",4926,4926,NA
"0","None",1886,6812,NA
"5555","More than 21",2,6814,NA
"7777","Refused",0,6814,NA
"9999","Don't know",1,6815,NA
".","Missing",2941,9756,NA
