"AUXRR154.Code.or.Value","AUXRR154.Value.Description","AUXRR154.Count","AUXRR154.Cumulative","AUXRR154.Skip.to.Item"
"-8 to 46","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
