"RFXC070.Code.or.Value","RFXC070.Value.Description","RFXC070.Count","RFXC070.Cumulative","RFXC070.Skip.to.Item"
"-7.551 to 4.711","Range of Values",51064,51064,NA
".","Missing",12,51076,NA
