"HUQ071.Code.or.Value","HUQ071.Value.Description","HUQ071.Count","HUQ071.Cumulative","HUQ071.Skip.to.Item"
"1","Yes",984,984,""
"2","No",9358,10342,"HUQ085"
"7","Refused",0,10342,"HUQ085"
"9","Don't know",6,10348,"HUQ085"
".","Missing",0,10348,""
