"CBQ645.Code.or.Value","CBQ645.Value.Description","CBQ645.Count","CBQ645.Cumulative","CBQ645.Skip.to.Item"
"1","Less than 500 calories",211,211,NA
"2","500-1000 calories",485,696,NA
"3","1001-1500 calorties",1027,1723,NA
"4","1501-2000 calories",1252,2975,NA
"5","2001-2500 calories",507,3482,NA
"6","2501-3000 calories",136,3618,NA
"7","More than 3000 calories",55,3673,NA
"77","Refused",0,3673,NA
"99","Don't know",175,3848,NA
".","Missing",2551,6399,NA
