"AUXLR201.Code.or.Value","AUXLR201.Value.Description","AUXLR201.Count","AUXLR201.Cumulative","AUXLR201.Skip.to.Item"
"-104 to 42","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
