"TYXP109.Code.or.Value","TYXP109.Value.Description","TYXP109.Count","TYXP109.Cumulative","TYXP109.Skip.to.Item"
"-286 to 63","Range of Values",8452,8452,NA
".","Missing",17,8469,NA
