"AUDTYL73.Code.or.Value","AUDTYL73.Value.Description","AUDTYL73.Count","AUDTYL73.Cumulative","AUDTYL73.Skip.to.Item"
"0 to 3.63","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
