"AUXRR280.Code.or.Value","AUXRR280.Value.Description","AUXRR280.Count","AUXRR280.Cumulative","AUXRR280.Skip.to.Item"
"-16 to 57","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
