"AUXLR143.Code.or.Value","AUXLR143.Value.Description","AUXLR143.Count","AUXLR143.Cumulative","AUXLR143.Skip.to.Item"
"-93 to 59","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
