"RFXC076.Code.or.Value","RFXC076.Value.Description","RFXC076.Count","RFXC076.Cumulative","RFXC076.Skip.to.Item"
"-7.527 to 4.455","Range of Values",51064,51064,NA
".","Missing",12,51076,NA
