"MCQ035.Code.or.Value","MCQ035.Value.Description","MCQ035.Count","MCQ035.Cumulative","MCQ035.Skip.to.Item"
"1","Yes",882,882,""
"2","No",546,1428,"MCQ053"
"7","Refused",0,1428,"MCQ053"
"9","Don't know",20,1448,"MCQ053"
".","Missing",7916,9364,""
