"VIQ220.Code.or.Value","VIQ220.Value.Description","VIQ220.Count","VIQ220.Cumulative","VIQ220.Skip.to.Item"
"1","Yes",2607,2607,""
"2","No",3827,6434,"VIXOCMT"
"9","Don't know",4,6438,""
".","Missing",320,6758,""
