"AUXRR247.Code.or.Value","AUXRR247.Value.Description","AUXRR247.Count","AUXRR247.Cumulative","AUXRR247.Skip.to.Item"
"-15 to 68","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
