"SMQ878.Code.or.Value","SMQ878.Value.Description","SMQ878.Count","SMQ878.Cumulative","SMQ878.Skip.to.Item"
"1","Yes",6101,6101,NA
"2","No",3772,9873,NA
"7","Refused",1,9874,NA
"9","Don't know",3,9877,NA
".","Missing",94,9971,NA
