"AUXRR260.Code.or.Value","AUXRR260.Value.Description","AUXRR260.Count","AUXRR260.Cumulative","AUXRR260.Skip.to.Item"
"-54 to 59","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
