"AUDTYR12.Code.or.Value","AUDTYR12.Value.Description","AUDTYR12.Count","AUDTYR12.Cumulative","AUDTYR12.Skip.to.Item"
"0 to 3.06","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
