"AUQ210.Code.or.Value","AUQ210.Value.Description","AUQ210.Count","AUQ210.Cumulative","AUQ210.Skip.to.Item"
"1","Yes",278,278,""
"2","No",4581,4859,"AUQ230"
"7","Refused",4,4863,"AUQ230"
"9","Don't know",14,4877,"AUQ230"
".","Missing",4616,9493,""
