"SMQ817.Code.or.Value","SMQ817.Value.Description","SMQ817.Count","SMQ817.Cumulative","SMQ817.Skip.to.Item"
"0 to 5","Range of Values",49,49,NA
"7","Refused",0,49,NA
"9","Don't know",0,49,NA
".","Missing",6709,6758,NA
