"MCQ010.Code.or.Value","MCQ010.Value.Description","MCQ010.Count","MCQ010.Cumulative","MCQ010.Skip.to.Item"
"1","Yes",1336,1336,""
"2","No",8290,9626,"MCQ053"
"7","Refused",0,9626,"MCQ053"
"9","Don't know",19,9645,"MCQ053"
".","Missing",0,9645,""
