"KIQ042.Code.or.Value","KIQ042.Value.Description","KIQ042.Count","KIQ042.Cumulative","KIQ042.Skip.to.Item"
"1","Yes",1183,1183,""
"2","No",3761,4944,"KIQ044"
"7","Refused",3,4947,"KIQ044"
"9","Don't know",6,4953,"KIQ044"
".","Missing",458,5411,""
