"AUXRR226.Code.or.Value","AUXRR226.Value.Description","AUXRR226.Count","AUXRR226.Cumulative","AUXRR226.Skip.to.Item"
"-17 to 41","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
