"MCQ350.Code.or.Value","MCQ350.Value.Description","MCQ350.Count","MCQ350.Cumulative","MCQ350.Skip.to.Item"
"1","Yes",256,256,NA
"2","No",820,1076,NA
"7","Refused",0,1076,NA
"9","Don't know",13,1089,NA
".","Missing",8577,9666,NA
