"MCQ084.Code.or.Value","MCQ084.Value.Description","MCQ084.Count","MCQ084.Cumulative","MCQ084.Skip.to.Item"
"1","Yes",318,318,NA
"2","No",1521,1839,NA
"7","Refused",0,1839,NA
"9","Don't know",1,1840,NA
".","Missing",7930,9770,NA
