"PAD675.Code.or.Value","PAD675.Value.Description","PAD675.Count","PAD675.Cumulative","PAD675.Skip.to.Item"
"10 to 600","Range of Values",2887,2887,NA
"7777","Refused",0,2887,NA
"9999","Don't know",0,2887,NA
".","Missing",6220,9107,NA
