"AUXLR167.Code.or.Value","AUXLR167.Value.Description","AUXLR167.Count","AUXLR167.Cumulative","AUXLR167.Skip.to.Item"
"-3 to 54","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
