"DUQ230.Code.or.Value","DUQ230.Value.Description","DUQ230.Count","DUQ230.Cumulative","DUQ230.Skip.to.Item"
"1 to 30","Range of Values",325,325,NA
"77","Refused",0,325,NA
"99","Don't know",3,328,NA
".","Missing",2957,3285,NA
