"WBXA039.Code.or.Value","WBXA039.Value.Description","WBXA039.Count","WBXA039.Cumulative","WBXA039.Skip.to.Item"
"-1.6913 to 1","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
