"CBQ575.Code.or.Value","CBQ575.Value.Description","CBQ575.Count","CBQ575.Cumulative","CBQ575.Skip.to.Item"
"1","Yes",1500,1500,NA
"2","No",370,1870,NA
"7","Refused",0,1870,NA
"9","Don't know",0,1870,NA
".","Missing",1075,2945,NA
