"VTQ260A.Code.or.Value","VTQ260A.Value.Description","VTQ260A.Count","VTQ260A.Cumulative","VTQ260A.Skip.to.Item"
"1","Yes",173,173,NA
"2","No",3161,3334,NA
"7","Refused",0,3334,NA
"9","Don't know",4,3338,NA
".","Missing",407,3745,NA
