"SMD641.Code.or.Value","SMD641.Value.Description","SMD641.Count","SMD641.Cumulative","SMD641.Skip.to.Item"
"0 to 30","Range of Values",1160,1160,NA
"77","Refused",0,1160,NA
"99","Don't know",2,1162,NA
".","Missing",5839,7001,NA
