"TYXP119.Code.or.Value","TYXP119.Value.Description","TYXP119.Count","TYXP119.Cumulative","TYXP119.Skip.to.Item"
"-295 to 47","Range of Values",8385,8385,NA
".","Missing",84,8469,NA
