"AUXRR243.Code.or.Value","AUXRR243.Value.Description","AUXRR243.Count","AUXRR243.Cumulative","AUXRR243.Skip.to.Item"
"-29 to 47","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
