"RFXC035.Code.or.Value","RFXC035.Value.Description","RFXC035.Count","RFXC035.Cumulative","RFXC035.Skip.to.Item"
"-6.933 to 3.437","Range of Values",51067,51067,NA
".","Missing",9,51076,NA
