"SXQ250.Code.or.Value","SXQ250.Value.Description","SXQ250.Count","SXQ250.Cumulative","SXQ250.Skip.to.Item"
"0 to 45","Range of Values",323,323,NA
"77777","Refused",1,324,NA
"99999","Don't know",1,325,NA
".","Missing",2513,2838,NA
