"AUXLR126.Code.or.Value","AUXLR126.Value.Description","AUXLR126.Count","AUXLR126.Cumulative","AUXLR126.Skip.to.Item"
"-31 to 56","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
