"AUXLR231.Code.or.Value","AUXLR231.Value.Description","AUXLR231.Count","AUXLR231.Cumulative","AUXLR231.Skip.to.Item"
"-36 to 78","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
