"DBQ770.Code.or.Value","DBQ770.Value.Description","DBQ770.Count","DBQ770.Cumulative","DBQ770.Skip.to.Item"
"1","Always",596,596,NA
"2","Most of the time",703,1299,NA
"3","Sometimes",1203,2502,NA
"4","Rarely",782,3284,NA
"5","Never",2609,5893,NA
"6","never seen",182,6075,NA
"77","Refused",2,6077,NA
"99","Don't know",3,6080,NA
".","Missing",4268,10348,NA
