"AUXRR133.Code.or.Value","AUXRR133.Value.Description","AUXRR133.Count","AUXRR133.Cumulative","AUXRR133.Skip.to.Item"
"-36 to 57","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
