"TYXA161.Code.or.Value","TYXA161.Value.Description","TYXA161.Count","TYXA161.Cumulative","TYXA161.Skip.to.Item"
"0.09 to 6.649","Range of Values",4262,4262,NA
".","Missing",4207,8469,NA
