"AUDTYL27.Code.or.Value","AUDTYL27.Value.Description","AUDTYL27.Count","AUDTYL27.Cumulative","AUDTYL27.Skip.to.Item"
"0 to 2.13","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
