"PAD200.Code.or.Value","PAD200.Value.Description","PAD200.Count","PAD200.Cumulative","PAD200.Skip.to.Item"
"1","Yes",2759,2759,NA
"2","No",4158,6917,NA
"3","Unable to do activity",324,7241,NA
"7","Refused",1,7242,NA
"9","Don't know",0,7242,NA
".","Missing",2036,9278,NA
