"AUXRR137.Code.or.Value","AUXRR137.Value.Description","AUXRR137.Count","AUXRR137.Cumulative","AUXRR137.Skip.to.Item"
"-38 to 63","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
