"DBD102.Code.or.Value","DBD102.Value.Description","DBD102.Count","DBD102.Cumulative","DBD102.Skip.to.Item"
"1 to 212","Range of Values",8875,8875,NA
"0","Never",1107,9982,NA
"66666","Less than monthly",130,10112,NA
"77777","Refused",4,10116,NA
"99999","Don't know",7,10123,NA
".","Missing",916,11039,NA
