"AUXLR130.Code.or.Value","AUXLR130.Value.Description","AUXLR130.Count","AUXLR130.Cumulative","AUXLR130.Skip.to.Item"
"-47 to 97","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
