"OHQ845.Code.or.Value","OHQ845.Value.Description","OHQ845.Count","OHQ845.Cumulative","OHQ845.Skip.to.Item"
"1","Excellent",1676,1676,NA
"2","Very good",2000,3676,NA
"3","Good",3395,7071,NA
"4","Fair",1576,8647,NA
"5","Poor",702,9349,NA
"7","Refused",1,9350,NA
"9","Don't know",13,9363,NA
".","Missing",1,9364,NA
