"RFXC097.Code.or.Value","RFXC097.Value.Description","RFXC097.Count","RFXC097.Cumulative","RFXC097.Skip.to.Item"
"-5.212 to 5.018","Range of Values",33692,33692,NA
".","Missing",29,33721,NA
