"SMQ860.Code.or.Value","SMQ860.Value.Description","SMQ860.Count","SMQ860.Cumulative","SMQ860.Skip.to.Item"
"1","Yes",4797,4797,""
"2","No",5306,10103,"SMQ864"
"7","Refused",0,10103,"SMQ864"
"9","Don't know",2,10105,"SMQ864"
".","Missing",70,10175,""
