"AUDTYL61.Code.or.Value","AUDTYL61.Value.Description","AUDTYL61.Count","AUDTYL61.Cumulative","AUDTYL61.Skip.to.Item"
"0 to 1.56","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
