"AUXRR118.Code.or.Value","AUXRR118.Value.Description","AUXRR118.Count","AUXRR118.Cumulative","AUXRR118.Skip.to.Item"
"-73 to 83","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
