"CIQD106.Code.or.Value","CIQD106.Value.Description","CIQD106.Count","CIQD106.Cumulative","CIQD106.Skip.to.Item"
"0 to 365","Range of Values",95,95,NA
"777","Refuse",0,95,NA
"999","Don't know",4,99,NA
".","Missing",679,778,NA
