"OHQ680.Code.or.Value","OHQ680.Value.Description","OHQ680.Count","OHQ680.Cumulative","OHQ680.Skip.to.Item"
"1","Very often",383,383,NA
"2","Fairly often",185,568,NA
"3","Occasionally",430,998,NA
"4","Hardly ever, or",547,1545,NA
"5","Never?",3194,4739,NA
"7","Refused",0,4739,NA
"9","Don't know",2,4741,NA
".","Missing",4156,8897,NA
