"AUXLR138.Code.or.Value","AUXLR138.Value.Description","AUXLR138.Count","AUXLR138.Cumulative","AUXLR138.Skip.to.Item"
"-13 to 61","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
