"AUDTYR64.Code.or.Value","AUDTYR64.Value.Description","AUDTYR64.Count","AUDTYR64.Cumulative","AUDTYR64.Skip.to.Item"
"0 to 1.78","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
