"AUXLR167.Code.or.Value","AUXLR167.Value.Description","AUXLR167.Count","AUXLR167.Cumulative","AUXLR167.Skip.to.Item"
"-6 to 65","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
