"AUXLR278.Code.or.Value","AUXLR278.Value.Description","AUXLR278.Count","AUXLR278.Cumulative","AUXLR278.Skip.to.Item"
"-34 to 50","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
