"SMQ800.Code.or.Value","SMQ800.Value.Description","SMQ800.Count","SMQ800.Cumulative","SMQ800.Skip.to.Item"
"1 to 5","Range of Values",64,64,NA
"7","Refused",1,65,NA
"9","Don't know",1,66,NA
".","Missing",6924,6990,NA
