"TYXP114.Code.or.Value","TYXP114.Value.Description","TYXP114.Count","TYXP114.Cumulative","TYXP114.Skip.to.Item"
"-295 to 56","Range of Values",8430,8430,NA
".","Missing",39,8469,NA
