"AUDTYR61.Code.or.Value","AUDTYR61.Value.Description","AUDTYR61.Count","AUDTYR61.Cumulative","AUDTYR61.Skip.to.Item"
"0 to 2.28","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
