"SXQ703.Code.or.Value","SXQ703.Value.Description","SXQ703.Count","SXQ703.Cumulative","SXQ703.Skip.to.Item"
"1","Yes",1753,1753,NA
"2","No",572,2325,NA
"7","Refused",13,2338,NA
"9","Don't know",0,2338,NA
".","Missing",2719,5057,NA
